date,fruitId,marketId,highPrice,lowPrice,avgPrice,openPrice,closePrice,volume
2026-03-23,F07,XA001,23.94,20.03,21.94,22.55,21.73,46884
2026-03-23,F08,BJ001,19.18,14.91,17.05,16.37,17.46,27736
2026-03-23,F08,CD001,15.8,13.92,14.88,15.27,14.99,9550
2026-03-23,F08,GZ001,19.16,15.53,16.92,17.59,16.81,5487
2026-03-23,F08,HN001,15.98,13.03,14.76,15.13,15.02,40532
2026-03-23,F08,SH001,20.2,15.75,17.64,17.87,17.59,18194
2026-03-23,F08,SZ001,17.78,15.07,16.84,16.74,17.23,20791
2026-03-23,F08,WH001,16.61,13.63,15.71,16.03,15.32,8817
2026-03-23,F08,XA001,17.12,13.6,14.9,14.71,15.18,47626
2026-03-23,F09,BJ001,31.44,24.93,27.88,27.67,28.56,10003
2026-03-23,F09,CD001,28.43,22.97,25.39,25.71,25.52,45552
2026-03-23,F09,GZ001,29.7,25.64,27.02,26.94,26.3,10346
2026-03-23,F09,HN001,27.27,22.25,23.99,25.1,23.29,48644
2026-03-23,F09,SH001,32.94,26.12,29.29,30.64,29.07,17857
2026-03-23,F09,SZ001,29.78,25.19,28.16,29.48,28.2,33322
2026-03-23,F09,WH001,29.75,25.7,27.6,27.5,27.36,31264
2026-03-23,F09,XA001,25.93,20.9,24.51,25.7,24.8,29124
2026-03-23,F09D,BJ001,19.77,16.51,17.68,18.41,18.02,47740
2026-03-23,F09D,CD001,16.29,13.1,15.33,15.49,15.08,35226
2026-03-23,F09D,GZ001,18.1,14.33,16.12,15.99,16.54,43972
2026-03-23,F09D,HN001,16.59,12.67,14.63,14.58,14.56,17303
2026-03-23,F09D,SH001,20.81,16.94,18.12,18.29,17.99,48646
2026-03-23,F09D,SZ001,19.02,14.44,16.88,17.47,16.62,25274
2026-03-23,F09D,WH001,15.82,13.16,14.91,14.94,15.15,28407
2026-03-23,F09D,XA001,17.87,14.08,15.74,15.84,16.1,23156
2026-03-23,F10,BJ001,13.71,11.37,12.24,11.79,11.88,20776
2026-03-23,F10,CD001,11.37,9.99,10.67,10.82,10.47,20555
2026-03-23,F10,GZ001,13.24,10.87,11.94,11.87,12.23,20671
2026-03-23,F10,HN001,11.88,9.37,10.4,10.15,10.37,49101
2026-03-23,F10,SH001,13.93,11.35,12.78,13.24,13.12,11618
2026-03-23,F10,SZ001,12.31,10.24,11.06,10.59,10.81,10762
2026-03-23,F10,WH001,12.17,10.17,10.9,10.56,10.6,12602
2026-03-23,F10,XA001,11.75,10.16,10.9,10.45,10.65,25735
2026-03-23,F11,BJ001,53.56,42.89,48.68,46.44,49.55,33255
2026-03-23,F11,CD001,47.81,41.09,44.51,43.96,43.23,19493
2026-03-23,F11,GZ001,48.2,39.29,45.55,47.47,44.35,17459
2026-03-23,F11,HN001,47.52,39.51,43.72,44.8,42.5,16359
2026-03-23,F11,SH001,54.84,47.69,51.33,50.67,51.28,32821
2026-03-23,F11,SZ001,54.44,44.34,49.44,47.5,49.28,28967
2026-03-23,F11,WH001,46.87,37.99,44.13,44.54,44.6,40512
2026-03-23,F11,XA001,46.45,39.75,42.23,42.39,42.45,38544
2026-03-23,F11D,BJ001,33.79,28.63,31.33,31.79,31.46,21024
2026-03-23,F11D,CD001,31.76,25.72,29.46,28.54,29.15,24144
2026-03-23,F11D,GZ001,35.25,27.3,30.69,29.88,29.96,11878
2026-03-23,F11D,HN001,30.34,25.01,27.52,28.85,26.88,22903
2026-03-23,F11D,SH001,34.51,29.75,32.29,31.24,33.06,8610
2026-03-23,F11D,SZ001,33.29,27.55,31.2,32.54,31.31,30722
2026-03-23,F11D,WH001,29.68,24.85,27.96,27.37,28.1,11946
2026-03-23,F11D,XA001,31.36,25.61,28.56,27.28,28.28,11048
2026-03-23,F12,BJ001,10.87,8.92,10.11,10.37,10.17,26220
2026-03-23,F12,CD001,9.78,7.83,8.64,8.53,8.62,18562
2026-03-23,F12,GZ001,10.05,8.43,9.21,9.61,9.39,48426
2026-03-23,F12,HN001,9.45,7.8,8.33,8.58,8.18,12364
2026-03-23,F12,SH001,11.56,9.42,10.11,9.67,10.26,30851
2026-03-23,F12,SZ001,10.89,8.75,9.75,9.61,9.97,22660
2026-03-23,F12,WH001,9.58,7.68,8.93,8.83,8.95,45791
2026-03-23,F12,XA001,10.11,8.53,9.09,9.49,9.16,20070
2026-03-23,F12D,BJ001,7.16,5.77,6.44,6.69,6.55,11825
2026-03-23,F12D,CD001,6.75,5.28,5.92,5.86,5.91,47627
2026-03-23,F12D,GZ001,6.5,5.56,6.01,6.16,5.84,30645
2026-03-23,F12D,HN001,6.07,4.85,5.57,5.38,5.48,37501
2026-03-23,F12D,SH001,7.14,5.72,6.59,6.33,6.73,10736
2026-03-23,F12D,SZ001,7.2,5.76,6.43,6.27,6.37,13171
2026-03-23,F12D,WH001,6.44,5.2,5.85,5.57,5.98,46945
2026-03-23,F12D,XA001,6.02,4.79,5.44,5.67,5.51,11864
2026-03-23,F13,BJ001,26.08,20.92,23.87,24.91,24.48,25287
2026-03-23,F13,CD001,20.66,17.42,19.35,19.19,19.83,21307
2026-03-23,F13,GZ001,23.82,19.11,22.44,23.2,21.93,46437
2026-03-23,F13,HN001,21.17,18.47,20.15,19.94,20.2,46393
2026-03-23,F13,SH001,25.55,20.97,23.04,22.01,22.81,41128
2026-03-23,F13,SZ001,23.96,19.29,21.32,20.73,21.26,11338
2026-03-23,F13,WH001,22.79,19.16,21.68,20.98,22.28,11689
2026-03-23,F13,XA001,22.48,19.39,20.6,21.62,20.6,31792
2026-03-23,F13D,BJ001,13.44,10.8,12.55,12.18,12.32,6644
2026-03-23,F13D,CD001,12.3,10.09,11.6,11.23,11.71,15718
2026-03-23,F13D,GZ001,13.12,10.69,11.96,11.44,12.16,25397
2026-03-23,F13D,HN001,12.8,10.2,11.18,10.92,11.28,23393
2026-03-23,F13D,SH001,12.81,10.5,11.75,11.34,11.53,43780
2026-03-23,F13D,SZ001,13.33,11.75,12.66,12.32,12.79,5886
2026-03-23,F13D,WH001,12.7,9.79,11.32,11.69,11.25,35063
2026-03-23,F13D,XA001,11.7,10.06,10.93,11.36,10.61,8847
2026-03-23,F14,BJ001,13.38,10.54,12.25,12.64,12.13,16674
2026-03-23,F14,CD001,11.3,9.56,10.25,10.02,9.95,46143
2026-03-23,F14,GZ001,12.12,9.93,11.14,10.88,11.22,23423
2026-03-23,F14,HN001,12.1,9.47,11.01,11.34,10.96,6011
2026-03-23,F14,SH001,12.5,9.9,11.58,11.89,11.33,44081
2026-03-23,F14,SZ001,13.38,11.11,12.02,11.59,12.26,49298
2026-03-23,F14,WH001,11.95,9.92,11.09,11.26,11.31,14288
2026-03-23,F14,XA001,10.91,9.72,10.38,10.8,10.61,31883
2026-03-23,F14D,BJ001,8.88,7.14,8.32,8.25,8.26,28351
2026-03-23,F14D,CD001,7.49,6.21,7.08,7.08,7.16,24567
2026-03-23,F14D,GZ001,8.22,7.27,7.79,7.98,7.6,32141
2026-03-23,F14D,HN001,7.19,5.79,6.55,6.84,6.64,14672
2026-03-23,F14D,SH001,8.54,7.24,7.92,8.09,7.82,30488
2026-03-23,F14D,SZ001,8.4,6.8,7.64,7.51,7.76,9796
2026-03-23,F14D,WH001,8.31,6.47,7.35,7.18,7.39,21243
2026-03-23,F14D,XA001,7.28,5.9,6.87,6.62,7.06,25070
2026-03-23,F15,BJ001,18.87,14.55,16.59,17.1,16.75,36152
2026-03-23,F15,CD001,15.62,13.86,14.71,15.0,14.57,37614
2026-03-23,F15,GZ001,17.16,13.99,15.12,15.1,14.87,49445
2026-03-23,F15,HN001,15.48,12.3,14.34,15.02,14.72,26339
2026-03-23,F15,SH001,18.18,15.2,17.02,17.73,16.54,36383
2026-03-23,F15,SZ001,17.54,14.06,16.21,15.46,16.3,15350
2026-03-23,F15,WH001,16.47,12.99,14.92,14.65,15.03,44868
2026-03-23,F15,XA001,15.96,13.31,14.36,13.68,14.68,5957
2026-03-23,F15D,BJ001,10.41,7.92,9.1,9.55,9.02,39523
2026-03-23,F15D,CD001,8.62,7.39,8.14,8.45,8.36,26033
2026-03-23,F15D,GZ001,9.75,8.06,8.94,9.05,9.14,49283
2026-03-23,F15D,HN001,8.82,7.53,8.18,7.96,7.96,5804
2026-03-23,F15D,SH001,9.96,7.99,9.12,8.88,8.91,20957
2026-03-23,F15D,SZ001,9.69,7.85,8.9,8.65,9.14,40385
2026-03-23,F15D,WH001,9.16,7.39,7.97,8.32,8.04,32348
2026-03-23,F15D,XA001,8.91,7.5,8.09,7.83,7.95,13389
2026-03-23,F16,BJ001,6.22,5.02,5.89,6.12,6.04,49770
2026-03-23,F16,CD001,5.81,4.74,5.4,5.4,5.26,14908
2026-03-23,F16,GZ001,6.34,5.41,5.94,6.09,6.01,11925
2026-03-23,F16,HN001,6.02,4.88,5.29,5.09,5.41,48004
2026-03-23,F16,SH001,6.45,5.39,6.01,6.07,6.04,9116
2026-03-23,F16,SZ001,6.64,5.32,5.95,5.7,5.92,21770
2026-03-23,F16,WH001,6.11,4.84,5.38,5.37,5.41,42110
2026-03-23,F16,XA001,5.78,4.7,5.33,5.37,5.26,44538
2026-03-23,F17,BJ001,18.86,14.35,16.62,16.97,16.96,36386
2026-03-23,F17,CD001,16.43,12.7,14.88,14.64,15.0,46941
2026-03-23,F17,GZ001,18.01,14.31,16.11,16.52,15.78,44639
2026-03-23,F17,HN001,15.6,13.45,14.17,13.87,14.27,49153
2026-03-23,F17,SH001,17.93,14.49,16.55,15.99,16.87,42446
2026-03-23,F17,SZ001,17.12,13.78,15.38,15.81,15.02,39246
2026-03-23,F17,WH001,15.82,12.88,14.65,14.02,14.72,20564
2026-03-23,F17,XA001,16.11,13.7,14.49,15.03,14.9,48599
2026-03-23,F17D,BJ001,10.86,9.14,9.65,9.19,9.55,26988
2026-03-23,F17D,CD001,9.51,7.5,8.72,8.48,8.57,6401
2026-03-23,F17D,GZ001,10.68,8.36,9.48,9.43,9.35,49870
2026-03-23,F17D,HN001,8.85,7.01,7.92,7.74,8.13,11797
2026-03-23,F17D,SH001,10.19,8.32,9.56,9.75,9.4,8707
2026-03-23,F17D,SZ001,10.73,8.71,9.83,9.73,9.7,49278
2026-03-23,F17D,WH001,9.76,7.75,8.59,8.99,8.43,44088
2026-03-23,F17D,XA001,10.18,7.88,9.03,9.34,9.17,33179
2026-03-23,F18,BJ001,66.5,53.09,58.87,56.62,57.55,35850
2026-03-23,F18,CD001,58.32,46.54,52.06,49.51,51.52,28297
2026-03-23,F18,GZ001,62.36,53.05,57.05,57.0,55.56,31188
2026-03-23,F18,HN001,54.41,44.1,49.55,48.52,50.13,43705
2026-03-23,F18,SH001,66.04,55.25,61.09,58.11,59.52,22662
2026-03-23,F18,SZ001,59.93,47.5,55.79,53.8,55.79,32817
2026-03-23,F18,WH001,55.63,49.75,52.81,52.27,51.65,30539
2026-03-23,F18,XA001,56.56,43.98,50.55,49.03,49.54,9705
2026-03-23,F18D,BJ001,33.2,26.99,31.52,30.11,31.6,36907
2026-03-23,F18D,CD001,30.45,22.58,26.49,26.89,26.01,35610
2026-03-23,F18D,GZ001,33.75,26.08,29.68,30.58,29.39,41667
2026-03-23,F18D,HN001,27.75,24.32,26.28,25.39,26.87,14864
2026-03-23,F18D,SH001,35.07,28.36,32.02,32.1,32.46,8673
2026-03-23,F18D,SZ001,33.67,27.16,30.17,30.34,30.57,15280
2026-03-23,F18D,WH001,31.02,23.94,27.29,27.95,27.17,20567
2026-03-23,F18D,XA001,27.55,21.57,25.34,24.17,25.9,31040
2026-03-23,F19,BJ001,90.77,71.27,82.62,85.93,82.23,17457
2026-03-23,F19,CD001,68.94,56.67,64.08,62.96,65.13,10889
2026-03-23,F19,GZ001,82.13,63.58,74.04,71.9,74.59,33420
2026-03-23,F19,HN001,73.41,59.42,68.73,68.68,67.69,44183
2026-03-23,F19,SH001,88.13,67.51,78.58,76.06,77.34,48712
2026-03-23,F19,SZ001,85.8,70.37,79.01,76.35,78.49,48623
2026-03-23,F19,WH001,76.66,67.31,71.4,69.04,71.48,20165
2026-03-23,F19,XA001,79.7,63.8,70.35,68.58,70.84,36804
2026-03-23,F20,BJ001,56.66,47.12,53.77,54.65,53.69,42987
2026-03-23,F20,CD001,51.51,44.97,48.92,49.92,48.04,35304
2026-03-23,F20,GZ001,58.03,45.76,51.33,53.22,50.42,10036
2026-03-23,F20,HN001,53.6,43.05,46.88,46.91,45.59,11675
2026-03-23,F20,SH001,60.9,47.28,55.21,52.67,53.96,25348
2026-03-23,F20,SZ001,60.05,49.25,54.82,54.76,55.37,11284
2026-03-23,F20,WH001,55.11,45.2,48.48,49.41,49.46,47507
2026-03-23,F20,XA001,56.67,45.62,50.67,51.27,51.79,30677
2026-03-24,F01,BJ001,11.39,9.4,10.63,10.52,10.73,9796
2026-03-24,F01,CD001,10.3,8.38,9.2,9.15,9.06,21796
2026-03-24,F01,GZ001,11.35,8.65,10.17,9.71,10.46,23310
2026-03-24,F01,HN001,10.04,7.81,8.99,9.23,9.15,24601
2026-03-24,F01,SH001,11.7,9.26,10.57,10.97,10.51,19716
2026-03-24,F01,SZ001,11.1,9.54,10.05,9.87,9.97,22827
2026-03-24,F01,WH001,10.91,8.86,9.81,9.69,10.02,28358
2026-03-24,F01,XA001,10.25,8.85,9.34,9.19,9.27,22947
2026-03-24,F02,BJ001,8.2,6.45,7.38,7.61,7.48,47998
2026-03-24,F02,CD001,6.8,5.67,6.08,6.1,6.16,9809
2026-03-24,F02,GZ001,7.72,6.83,7.34,6.98,7.4,45411
2026-03-24,F02,HN001,6.64,5.69,6.17,6.05,6.28,29262
2026-03-24,F02,SH001,7.72,6.26,7.31,7.2,7.14,26864
2026-03-24,F02,SZ001,8.1,6.66,7.22,7.16,7.06,13151
2026-03-24,F02,WH001,7.11,5.59,6.2,6.39,6.22,6953
2026-03-24,F02,XA001,7.13,5.47,6.4,6.47,6.52,44789
2026-03-24,F03,BJ001,19.91,16.29,17.92,18.53,18.35,20903
2026-03-24,F03,CD001,18.5,15.31,17.39,17.22,17.32,37291
2026-03-24,F03,GZ001,18.38,14.93,17.12,16.73,17.45,24068
2026-03-24,F03,HN001,18.11,14.8,15.94,15.3,15.48,33888
2026-03-24,F03,SH001,20.31,16.52,18.26,18.42,17.9,38159
2026-03-24,F03,SZ001,19.84,16.84,18.49,18.66,18.49,49450
2026-03-24,F03,WH001,18.23,15.94,16.92,16.22,17.32,13634
2026-03-24,F03,XA001,18.32,15.7,16.93,16.68,16.49,28357
2026-03-24,F04,BJ001,7.62,5.93,6.7,6.72,6.63,19985
2026-03-24,F04,CD001,6.9,5.41,6.04,6.25,6.05,33061
2026-03-24,F04,GZ001,6.77,5.15,6.06,6.16,6.08,37879
2026-03-24,F04,HN001,6.33,5.4,5.74,5.71,5.83,20640
2026-03-24,F04,SH001,7.33,5.66,6.63,6.41,6.71,14042
2026-03-24,F04,SZ001,7.71,6.25,6.75,6.68,6.61,49661
2026-03-24,F04,WH001,6.46,5.27,6.08,6.25,6.16,6627
2026-03-24,F04,XA001,6.28,5.37,5.81,5.73,5.67,47163
2026-03-24,F05,BJ001,11.66,9.69,10.7,10.81,10.71,46372
2026-03-24,F05,CD001,11.07,8.96,10.08,10.35,9.88,27615
2026-03-24,F05,GZ001,12.06,9.33,10.97,11.36,10.78,46876
2026-03-24,F05,HN001,10.53,9.18,9.75,9.66,9.56,36272
2026-03-24,F05,SH001,12.57,9.96,11.55,11.98,11.76,40551
2026-03-24,F05,SZ001,12.39,9.65,11.12,10.71,11.36,46524
2026-03-24,F05,WH001,10.82,9.39,9.96,9.49,9.74,48340
2026-03-24,F05,XA001,10.93,8.44,9.89,9.82,9.78,27776
2026-03-24,F05D,BJ001,8.1,6.75,7.27,7.36,7.34,11841
2026-03-24,F05D,CD001,7.86,6.24,6.9,6.69,6.85,23635
2026-03-24,F05D,GZ001,7.51,6.2,7.11,7.08,6.92,49768
2026-03-24,F05D,HN001,6.77,5.63,6.39,6.11,6.39,49851
2026-03-24,F05D,SH001,8.79,7.08,7.65,7.38,7.48,18647
2026-03-24,F05D,SZ001,8.04,6.6,7.44,7.46,7.41,10881
2026-03-24,F05D,WH001,7.79,6.56,6.91,6.85,6.9,5863
2026-03-24,F05D,XA001,7.26,5.9,6.75,6.51,6.76,14684
2026-03-24,F06,BJ001,6.21,5.24,5.85,5.82,5.97,9413
2026-03-24,F06,CD001,5.64,4.79,5.12,5.24,5.12,35610
2026-03-24,F06,GZ001,6.24,5.31,5.68,5.58,5.76,26420
2026-03-24,F06,HN001,5.2,4.24,4.81,4.78,4.74,42839
2026-03-24,F06,SH001,6.26,4.98,5.71,5.93,5.87,40410
2026-03-24,F06,SZ001,6.83,5.27,6.12,6.2,6.16,7999
2026-03-24,F06,WH001,5.56,4.99,5.26,5.5,5.33,20896
2026-03-24,F06,XA001,5.6,4.75,5.19,5.33,5.24,13333
2026-03-24,F07,BJ001,27.22,23.97,25.29,24.23,26.0,18295
2026-03-24,F07,CD001,24.55,20.35,22.46,22.71,23.06,15831
2026-03-24,F07,GZ001,26.83,21.13,23.81,23.53,23.39,10462
2026-03-24,F07,HN001,23.14,18.27,21.44,21.66,21.55,38663
2026-03-24,F07,SH001,28.81,23.19,25.85,24.67,26.58,40942
2026-03-24,F07,SZ001,25.89,22.32,24.36,25.4,23.96,21747
2026-03-24,F07,WH001,25.11,19.52,22.05,21.58,22.47,43761
2026-03-24,F07,XA001,24.24,18.33,21.36,20.83,21.69,25724
2026-03-24,F08,BJ001,19.63,15.4,17.41,16.85,17.46,49310
2026-03-24,F08,CD001,17.93,14.67,15.6,15.45,15.88,14181
2026-03-24,F08,GZ001,19.15,15.83,16.74,16.18,16.37,37669
2026-03-24,F08,HN001,16.6,13.88,15.08,15.18,15.25,44299
2026-03-24,F08,SH001,18.92,14.89,17.19,17.59,17.23,31565
2026-03-24,F08,SZ001,18.66,15.82,17.5,16.64,17.23,37690
2026-03-24,F08,WH001,18.21,15.25,16.38,16.14,16.66,29940
2026-03-24,F08,XA001,16.08,13.38,15.31,14.6,15.54,14111
2026-03-24,F09,BJ001,30.74,26.55,28.39,27.84,29.03,49835
2026-03-24,F09,CD001,30.48,24.22,26.91,25.77,26.2,20040
2026-03-24,F09,GZ001,29.93,24.93,27.54,28.15,28.18,31686
2026-03-24,F09,HN001,24.69,20.77,23.31,23.27,23.51,7918
2026-03-24,F09,SH001,31.09,26.37,27.77,28.1,27.53,40738
2026-03-24,F09,SZ001,32.37,26.04,29.27,29.79,29.81,17141
2026-03-24,F09,WH001,29.85,23.75,26.44,26.28,25.88,19768
2026-03-24,F09,XA001,28.25,24.32,25.84,25.12,25.99,38104
2026-03-24,F09D,BJ001,18.55,14.52,16.66,16.02,16.57,42791
2026-03-24,F09D,CD001,17.15,14.11,16.13,16.38,16.57,8103
2026-03-24,F09D,GZ001,18.85,15.46,17.32,17.47,16.99,21300
2026-03-24,F09D,HN001,15.95,13.1,14.06,14.49,14.02,26733
2026-03-24,F09D,SH001,18.97,15.04,17.57,17.15,17.5,44272
2026-03-24,F09D,SZ001,18.44,14.79,16.86,17.31,16.51,32460
2026-03-24,F09D,WH001,16.77,14.42,15.58,16.21,15.35,17237
2026-03-24,F09D,XA001,16.96,13.63,15.06,15.48,14.67,26940
2026-03-24,F10,BJ001,12.08,9.58,11.14,10.61,11.25,48352
2026-03-24,F10,CD001,12.41,9.91,11.07,10.61,11.04,26811
2026-03-24,F10,GZ001,13.02,10.08,11.77,11.24,11.71,16707
2026-03-24,F10,HN001,10.83,9.37,9.98,9.63,9.82,16293
2026-03-24,F10,SH001,13.39,11.19,12.52,12.47,12.87,32383
2026-03-24,F10,SZ001,13.07,11.13,11.86,12.29,12.02,8045
2026-03-24,F10,WH001,12.12,10.05,11.06,11.23,11.09,7802
2026-03-24,F10,XA001,11.98,9.46,10.88,10.84,10.59,40382
2026-03-24,F11,BJ001,51.77,44.51,48.54,49.79,48.6,14219
2026-03-24,F11,CD001,47.68,40.38,43.22,44.07,43.98,19254
2026-03-24,F11,GZ001,52.47,39.76,46.12,47.83,45.4,25305
2026-03-24,F11,HN001,46.4,37.21,42.65,44.63,41.89,28549
2026-03-24,F11,SH001,57.11,46.58,51.74,49.7,52.23,41994
2026-03-24,F11,SZ001,55.32,44.27,49.94,51.43,49.63,46179
2026-03-24,F11,WH001,47.6,38.34,44.55,45.24,43.62,24814
2026-03-24,F11,XA001,47.93,40.6,43.12,44.77,43.91,27734
2026-03-24,F11D,BJ001,37.05,28.49,32.26,32.69,31.61,44686
2026-03-24,F11D,CD001,32.04,26.59,28.29,27.55,27.68,20657
2026-03-24,F11D,GZ001,34.19,29.22,31.29,29.76,31.4,28732
2026-03-24,F11D,HN001,31.14,24.79,28.2,27.68,28.15,41973
2026-03-24,F11D,SH001,35.44,29.37,33.5,32.45,34.22,41857
2026-03-24,F11D,SZ001,32.69,25.78,29.73,29.24,29.15,37040
2026-03-24,F11D,WH001,34.37,27.37,30.82,30.37,31.45,26207
2026-03-24,F11D,XA001,32.42,25.04,28.24,27.18,28.54,19629
2026-03-24,F12,BJ001,10.33,8.37,9.68,9.42,9.88,17567
2026-03-24,F12,CD001,9.18,7.63,8.71,9.07,8.6,43625
2026-03-24,F12,GZ001,10.51,8.3,9.43,9.44,9.32,14568
2026-03-24,F12,HN001,9.72,7.52,8.52,8.57,8.32,25117
2026-03-24,F12,SH001,11.54,8.86,10.15,10.44,10.25,16712
2026-03-24,F12,SZ001,11.0,9.08,9.96,10.43,9.73,24014
2026-03-24,F12,WH001,10.2,7.88,9.06,8.62,9.31,37700
2026-03-24,F12,XA001,9.28,7.45,8.59,8.4,8.78,10066
2026-03-24,F12D,BJ001,6.83,5.97,6.45,6.14,6.44,18556
2026-03-24,F12D,CD001,6.33,5.14,5.72,5.68,5.66,24556
2026-03-24,F12D,GZ001,7.14,5.92,6.43,6.3,6.52,7166
2026-03-24,F12D,HN001,6.1,5.16,5.79,6.08,5.91,28465
2026-03-24,F12D,SH001,7.61,6.22,6.68,6.4,6.58,40756
2026-03-24,F12D,SZ001,6.45,5.23,6.09,6.19,6.21,44554
2026-03-24,F12D,WH001,6.71,5.33,5.89,5.95,5.94,31626
2026-03-24,F12D,XA001,6.56,5.43,5.86,5.87,5.72,22303
2026-03-24,F13,BJ001,27.56,21.42,24.07,24.66,24.08,33534
2026-03-24,F13,CD001,21.43,18.52,19.67,19.9,19.21,20535
2026-03-24,F13,GZ001,22.67,19.83,21.45,21.15,21.41,7054
2026-03-24,F13,HN001,20.6,17.76,19.11,19.14,18.54,5344
2026-03-24,F13,SH001,26.05,20.82,22.71,22.67,22.3,32485
2026-03-24,F13,SZ001,24.84,19.62,21.98,22.01,21.71,46928
2026-03-24,F13,WH001,23.31,18.65,21.2,22.24,20.73,17362
2026-03-24,F13,XA001,21.72,18.1,19.94,19.76,20.43,37131
2026-03-24,F13D,BJ001,13.53,10.21,11.95,12.33,11.59,33638
