date,fruitId,marketId,highPrice,lowPrice,avgPrice,openPrice,closePrice,volume
2026-03-22,F06,XA001,5.97,5.09,5.38,5.13,5.48,21208
2026-03-22,F07,BJ001,28.95,23.85,25.69,26.01,25.05,7325
2026-03-22,F07,CD001,25.17,20.04,22.4,22.65,22.29,16147
2026-03-22,F07,GZ001,26.12,21.22,23.68,24.01,24.0,48913
2026-03-22,F07,HN001,25.53,19.29,22.27,22.71,22.15,12798
2026-03-22,F07,SH001,27.7,22.63,24.52,24.37,23.9,6140
2026-03-22,F07,SZ001,27.42,21.81,24.82,25.22,24.49,47968
2026-03-22,F07,WH001,25.44,22.71,24.2,23.1,23.53,43495
2026-03-22,F07,XA001,24.79,19.97,22.13,21.24,22.12,26306
2026-03-22,F08,BJ001,19.49,15.88,17.88,18.12,17.39,21857
2026-03-22,F08,CD001,16.98,14.78,15.75,16.06,15.87,44486
2026-03-22,F08,GZ001,18.42,14.9,16.56,17.15,16.72,12332
2026-03-22,F08,HN001,17.03,13.82,15.28,15.35,15.68,22374
2026-03-22,F08,SH001,19.43,16.46,18.46,19.27,18.54,22467
2026-03-22,F08,SZ001,18.86,16.38,17.84,18.46,17.33,41651
2026-03-22,F08,WH001,18.09,15.64,16.78,17.2,17.09,49572
2026-03-22,F08,XA001,17.67,14.78,16.19,16.64,16.04,46884
2026-03-22,F09,BJ001,23.83,18.52,21.18,20.34,21.69,27736
2026-03-22,F09,CD001,19.62,17.29,18.48,18.96,18.61,9550
2026-03-22,F09,GZ001,23.81,19.3,21.02,21.85,20.88,5487
2026-03-22,F09,HN001,19.86,16.19,18.34,18.8,18.66,40532
2026-03-22,F09,SH001,25.1,19.57,21.92,22.21,21.85,18194
2026-03-22,F09,SZ001,22.1,18.73,20.93,20.81,21.42,20791
2026-03-22,F09,WH001,20.65,16.95,19.53,19.93,19.04,8817
2026-03-22,F09,XA001,21.27,16.9,18.52,18.28,18.87,47626
2026-03-22,F10,BJ001,13.92,11.03,12.34,12.25,12.64,10003
2026-03-22,F10,CD001,12.58,10.17,11.24,11.38,11.3,45552
2026-03-22,F10,GZ001,13.15,11.35,11.96,11.92,11.64,10346
2026-03-22,F10,HN001,12.07,9.85,10.62,11.11,10.31,48644
2026-03-22,F10,SH001,14.59,11.56,12.97,13.57,12.87,17857
2026-03-22,F10,SZ001,13.19,11.16,12.47,13.06,12.49,33322
2026-03-22,F10,WH001,13.17,11.38,12.22,12.18,12.11,31264
2026-03-22,F10,XA001,11.48,9.25,10.85,11.38,10.98,29124
2026-03-22,F11,BJ001,46.51,38.82,41.58,43.29,42.38,47740
2026-03-22,F11,CD001,38.34,30.83,36.07,36.45,35.48,35226
2026-03-22,F11,GZ001,42.57,33.7,37.92,37.61,38.9,43972
2026-03-22,F11,HN001,39.04,29.81,34.42,34.31,34.24,17303
2026-03-22,F11,SH001,48.96,39.85,42.62,43.02,42.32,48646
2026-03-22,F11,SZ001,44.74,33.96,39.7,41.09,39.1,25274
2026-03-22,F11,WH001,37.21,30.95,35.06,35.13,35.63,28407
2026-03-22,F11,XA001,42.01,33.12,37.01,37.24,37.85,23156
2026-03-22,F12,BJ001,8.57,7.1,7.65,7.37,7.43,20776
2026-03-22,F12,CD001,7.1,6.24,6.67,6.76,6.54,20555
2026-03-22,F12,GZ001,8.27,6.79,7.46,7.41,7.64,20671
2026-03-22,F12,HN001,7.43,5.86,6.5,6.34,6.48,49101
2026-03-22,F12,SH001,8.71,7.09,7.99,8.28,8.21,11618
2026-03-22,F12,SZ001,7.69,6.4,6.91,6.62,6.76,10762
2026-03-22,F12,WH001,7.61,6.35,6.81,6.6,6.62,12602
2026-03-22,F12,XA001,7.34,6.35,6.81,6.53,6.65,25735
2026-03-22,F13,BJ001,14.7,11.77,13.36,12.74,13.6,33255
2026-03-22,F13,CD001,13.12,11.27,12.21,12.06,11.86,19493
2026-03-22,F13,GZ001,13.23,10.78,12.5,13.03,12.17,17459
2026-03-22,F13,HN001,13.04,10.84,12.0,12.3,11.67,16359
2026-03-22,F13,SH001,15.04,13.08,14.08,13.9,14.07,32821
2026-03-22,F13,SZ001,14.94,12.17,13.57,13.04,13.53,28967
2026-03-22,F13,WH001,12.86,10.43,12.11,12.22,12.24,40512
2026-03-22,F13,XA001,12.75,10.91,11.59,11.63,11.65,38544
2026-03-22,F14,BJ001,9.9,8.39,9.18,9.31,9.22,21024
2026-03-22,F14,CD001,9.3,7.53,8.63,8.36,8.54,24144
2026-03-22,F14,GZ001,10.33,8.0,8.99,8.75,8.78,11878
2026-03-22,F14,HN001,8.89,7.33,8.06,8.45,7.87,22903
2026-03-22,F14,SH001,10.1,8.71,9.45,9.14,9.67,8610
2026-03-22,F14,SZ001,9.75,8.07,9.14,9.53,9.17,30722
2026-03-22,F14,WH001,8.69,7.28,8.19,8.02,8.23,11946
2026-03-22,F14,XA001,9.18,7.5,8.36,7.99,8.28,11048
2026-03-22,F15,BJ001,12.39,10.16,11.52,11.82,11.59,26220
2026-03-22,F15,CD001,11.12,8.91,9.83,9.71,9.81,18562
2026-03-22,F15,GZ001,11.45,9.6,10.49,10.94,10.7,48426
2026-03-22,F15,HN001,10.75,8.87,9.48,9.76,9.31,12364
2026-03-22,F15,SH001,13.17,10.73,11.51,11.01,11.68,30851
2026-03-22,F15,SZ001,12.4,9.97,11.11,10.95,11.36,22660
2026-03-22,F15,WH001,10.91,8.75,10.17,10.05,10.2,45791
2026-03-22,F15,XA001,11.51,9.71,10.35,10.81,10.43,20070
2026-03-22,F16,BJ001,7.08,5.71,6.37,6.62,6.48,11825
2026-03-22,F16,CD001,6.67,5.22,5.85,5.79,5.84,47627
2026-03-22,F16,GZ001,6.42,5.5,5.94,6.08,5.77,30645
2026-03-22,F16,HN001,5.99,4.79,5.5,5.31,5.41,37501
2026-03-22,F16,SH001,7.06,5.65,6.51,6.26,6.65,10736
2026-03-22,F16,SZ001,7.11,5.69,6.35,6.19,6.29,13171
2026-03-22,F16,WH001,6.36,5.14,5.78,5.5,5.91,46945
2026-03-22,F16,XA001,5.94,4.73,5.37,5.6,5.44,11864
2026-03-22,F17,BJ001,14.69,11.79,13.45,14.03,13.79,25287
2026-03-22,F17,CD001,11.64,9.81,10.9,10.81,11.17,21307
2026-03-22,F17,GZ001,13.43,10.77,12.65,13.08,12.37,46437
2026-03-22,F17,HN001,11.93,10.41,11.36,11.24,11.39,46393
2026-03-22,F17,SH001,14.41,11.82,12.99,12.41,12.86,41128
2026-03-22,F17,SZ001,13.51,10.88,12.02,11.69,11.99,11338
2026-03-22,F17,WH001,12.85,10.8,12.22,11.83,12.56,11689
2026-03-22,F17,XA001,12.67,10.93,11.61,12.19,11.61,31792
2026-03-22,F18,BJ001,45.05,36.18,42.06,40.82,41.28,6644
2026-03-22,F18,CD001,41.23,33.83,38.88,37.63,39.24,15718
2026-03-22,F18,GZ001,44.0,35.83,40.1,38.36,40.76,25397
2026-03-22,F18,HN001,42.92,34.23,37.5,36.64,37.82,23393
2026-03-22,F18,SH001,42.95,35.23,39.4,38.04,38.65,43780
2026-03-22,F18,SZ001,44.68,39.38,42.44,41.3,42.88,5886
2026-03-22,F18,WH001,42.58,32.8,37.94,39.19,37.71,35063
2026-03-22,F18,XA001,39.24,33.75,36.66,38.11,35.59,8847
2026-03-22,F19,BJ001,74.52,58.73,68.23,70.4,67.58,16674
2026-03-22,F19,CD001,62.97,53.27,57.11,55.81,55.46,46143
2026-03-22,F19,GZ001,67.54,55.31,62.08,60.64,62.54,23423
2026-03-22,F19,HN001,67.37,52.77,61.32,63.16,61.04,6011
2026-03-22,F19,SH001,69.62,55.16,64.5,66.2,63.11,44081
2026-03-22,F19,SZ001,74.54,61.88,66.95,64.54,68.3,49298
2026-03-22,F19,WH001,66.57,55.28,61.79,62.73,63.01,14288
2026-03-22,F19,XA001,60.79,54.15,57.83,60.14,59.13,31883
2026-03-22,F20,BJ001,53.86,43.31,50.45,50.04,50.1,28351
2026-03-22,F20,CD001,45.43,37.68,42.96,42.94,43.45,24567
2026-03-22,F20,GZ001,49.84,44.11,47.26,48.38,46.08,32141
2026-03-22,F20,HN001,43.62,35.12,39.74,41.48,40.29,14672
2026-03-22,F20,SH001,51.81,43.91,48.02,49.07,47.44,30488
2026-03-22,F20,SZ001,50.98,41.28,46.36,45.59,47.11,9796
2026-03-22,F20,WH001,50.41,39.28,44.61,43.59,44.85,21243
2026-03-22,F20,XA001,44.11,35.75,41.65,40.14,42.78,25070
2026-03-23,F01,BJ001,11.76,9.07,10.34,10.66,10.44,36152
2026-03-23,F01,CD001,9.74,8.64,9.17,9.35,9.08,37614
2026-03-23,F01,GZ001,10.69,8.71,9.42,9.41,9.26,49445
2026-03-23,F01,HN001,9.65,7.67,8.94,9.36,9.18,26339
2026-03-23,F01,SH001,11.33,9.48,10.61,11.05,10.31,36383
2026-03-23,F01,SZ001,10.94,8.77,10.11,9.64,10.17,15350
2026-03-23,F01,WH001,10.27,8.1,9.3,9.13,9.37,44868
2026-03-23,F01,XA001,9.95,8.29,8.95,8.52,9.15,5957
2026-03-23,F02,BJ001,8.21,6.25,7.18,7.54,7.12,39523
2026-03-23,F02,CD001,6.8,5.83,6.42,6.66,6.59,26033
2026-03-23,F02,GZ001,7.69,6.36,7.05,7.14,7.21,49283
2026-03-23,F02,HN001,6.96,5.94,6.45,6.28,6.27,5804
2026-03-23,F02,SH001,7.85,6.3,7.19,7.0,7.02,20957
2026-03-23,F02,SZ001,7.64,6.19,7.02,6.82,7.21,40385
2026-03-23,F02,WH001,7.23,5.83,6.29,6.57,6.35,32348
2026-03-23,F02,XA001,7.04,5.92,6.39,6.18,6.28,13389
2026-03-23,F03,BJ001,18.95,15.31,17.95,18.64,18.41,49770
2026-03-23,F03,CD001,17.72,14.46,16.47,16.46,16.06,14908
2026-03-23,F03,GZ001,19.32,16.48,18.1,18.57,18.31,11925
2026-03-23,F03,HN001,18.33,14.88,16.11,15.51,16.49,48004
2026-03-23,F03,SH001,19.66,16.43,18.33,18.5,18.42,9116
2026-03-23,F03,SZ001,20.22,16.22,18.13,17.38,18.03,21770
2026-03-23,F03,WH001,18.59,14.75,16.38,16.35,16.47,42110
2026-03-23,F03,XA001,17.63,14.34,16.25,16.36,16.02,44538
2026-03-23,F04,BJ001,7.68,5.84,6.77,6.91,6.91,36386
2026-03-23,F04,CD001,6.69,5.17,6.06,5.96,6.11,46941
2026-03-23,F04,GZ001,7.33,5.83,6.56,6.73,6.43,44639
2026-03-23,F04,HN001,6.35,5.48,5.77,5.65,5.81,49153
2026-03-23,F04,SH001,7.3,5.9,6.74,6.51,6.87,42446
2026-03-23,F04,SZ001,6.98,5.62,6.27,6.45,6.12,39246
2026-03-23,F04,WH001,6.45,5.25,5.97,5.71,6.0,20564
2026-03-23,F04,XA001,6.56,5.58,5.9,6.12,6.07,48599
2026-03-23,F05,BJ001,8.77,7.38,7.79,7.42,7.71,26988
2026-03-23,F05,CD001,7.68,6.06,7.04,6.85,6.92,6401
2026-03-23,F05,GZ001,8.62,6.74,7.65,7.61,7.55,49870
2026-03-23,F05,HN001,7.14,5.65,6.39,6.25,6.56,11797
2026-03-23,F05,SH001,8.22,6.71,7.71,7.86,7.58,8707
2026-03-23,F05,SZ001,8.66,7.03,7.93,7.85,7.82,49278
2026-03-23,F05,WH001,7.88,6.26,6.93,7.25,6.8,44088
2026-03-23,F05,XA001,8.22,6.36,7.29,7.54,7.4,33179
2026-03-23,F06,BJ001,6.65,5.31,5.89,5.66,5.76,35850
2026-03-23,F06,CD001,5.84,4.66,5.21,4.95,5.16,28297
2026-03-23,F06,GZ001,6.23,5.3,5.7,5.7,5.55,31188
2026-03-23,F06,HN001,5.45,4.41,4.96,4.86,5.02,43705
2026-03-23,F06,SH001,6.61,5.53,6.11,5.81,5.95,22662
2026-03-23,F06,SZ001,5.99,4.75,5.58,5.38,5.58,32817
2026-03-23,F06,WH001,5.56,4.97,5.28,5.23,5.16,30539
2026-03-23,F06,XA001,5.65,4.39,5.05,4.9,4.95,9705
2026-03-23,F07,BJ001,26.8,21.79,25.45,24.31,25.51,36907
2026-03-23,F07,CD001,24.58,18.23,21.38,21.7,20.99,35610
2026-03-23,F07,GZ001,27.24,21.05,23.96,24.68,23.73,41667
2026-03-23,F07,HN001,22.41,19.63,21.22,20.5,21.69,14864
2026-03-23,F07,SH001,28.31,22.89,25.85,25.92,26.21,8673
2026-03-23,F07,SZ001,27.17,21.92,24.35,24.48,24.67,15280
2026-03-23,F07,WH001,25.04,19.33,22.03,22.56,21.93,20567
2026-03-23,F07,XA001,22.24,17.42,20.46,19.52,20.91,31040
2026-03-23,F08,BJ001,19.81,15.55,18.03,18.75,17.95,17457
2026-03-23,F08,CD001,15.04,12.36,13.98,13.74,14.21,10889
2026-03-23,F08,GZ001,17.91,13.87,16.15,15.68,16.27,33420
2026-03-23,F08,HN001,16.02,12.97,15.0,14.99,14.77,44183
2026-03-23,F08,SH001,19.22,14.72,17.14,16.59,16.87,48712
2026-03-23,F08,SZ001,18.72,15.36,17.24,16.66,17.13,48623
2026-03-23,F08,WH001,16.73,14.69,15.58,15.07,15.6,20165
2026-03-23,F08,XA001,17.39,13.92,15.35,14.96,15.46,36804
2026-03-23,F09,BJ001,21.17,17.61,20.09,20.42,20.06,42987
2026-03-23,F09,CD001,19.25,16.8,18.28,18.65,17.95,35304
2026-03-23,F09,GZ001,21.68,17.1,19.18,19.89,18.84,10036
2026-03-23,F09,HN001,20.03,16.09,17.52,17.53,17.04,11675
2026-03-23,F09,SH001,22.76,17.67,20.63,19.68,20.16,25348
2026-03-23,F09,SZ001,22.44,18.4,20.48,20.46,20.69,11284
2026-03-23,F09,WH001,20.59,16.88,18.11,18.46,18.48,47507
2026-03-23,F09,XA001,21.17,17.04,18.93,19.15,19.35,30677
2026-03-23,F10,BJ001,13.3,10.97,12.41,12.28,12.52,9796
2026-03-23,F10,CD001,12.02,9.79,10.74,10.68,10.57,21796
2026-03-23,F10,GZ001,13.24,10.09,11.87,11.33,12.21,23310
2026-03-23,F10,HN001,11.74,9.14,10.51,10.79,10.7,24601
2026-03-23,F10,SH001,13.67,10.82,12.35,12.82,12.28,19716
2026-03-23,F10,SZ001,12.97,11.15,11.74,11.53,11.65,22827
2026-03-23,F10,WH001,12.74,10.36,11.46,11.32,11.71,28358
2026-03-23,F10,XA001,11.98,10.34,10.91,10.74,10.83,22947
2026-03-23,F11,BJ001,44.08,34.66,39.68,40.92,40.2,47998
2026-03-23,F11,CD001,36.54,30.45,32.68,32.76,33.09,9809
2026-03-23,F11,GZ001,41.48,36.7,39.44,37.5,39.79,45411
2026-03-23,F11,HN001,35.7,30.59,33.19,32.55,33.79,29262
2026-03-23,F11,SH001,41.52,33.68,39.32,38.74,38.38,26864
2026-03-23,F11,SZ001,43.56,35.84,38.84,38.5,37.96,13151
2026-03-23,F11,WH001,38.21,30.05,33.33,34.35,33.43,6953
2026-03-23,F11,XA001,38.3,29.41,34.4,34.75,35.06,44789
2026-03-23,F12,BJ001,7.78,6.36,7.0,7.24,7.17,20903
2026-03-23,F12,CD001,7.22,5.98,6.79,6.73,6.76,37291
2026-03-23,F12,GZ001,7.18,5.83,6.69,6.54,6.82,24068
2026-03-23,F12,HN001,7.08,5.78,6.23,5.98,6.05,33888
2026-03-23,F12,SH001,7.93,6.45,7.13,7.19,6.99,38159
2026-03-23,F12,SZ001,7.75,6.58,7.22,7.29,7.22,49450
2026-03-23,F12,WH001,7.12,6.23,6.61,6.34,6.77,13634
2026-03-23,F12,XA001,7.15,6.13,6.61,6.51,6.44,28357
2026-03-23,F13,BJ001,14.83,11.53,13.03,13.07,12.89,19985
2026-03-23,F13,CD001,13.42,10.52,11.74,12.14,11.75,33061
2026-03-23,F13,GZ001,13.15,10.01,11.77,11.96,11.81,37879
2026-03-23,F13,HN001,12.3,10.48,11.15,11.09,11.32,20640
2026-03-23,F13,SH001,14.26,11.01,12.89,12.47,13.04,14042
2026-03-23,F13,SZ001,14.99,12.16,13.12,12.99,12.85,49661
2026-03-23,F13,WH001,12.57,10.26,11.83,12.16,11.98,6627
2026-03-23,F13,XA001,12.21,10.44,11.3,11.14,11.02,47163
2026-03-23,F14,BJ001,9.28,7.71,8.52,8.61,8.53,46372
2026-03-23,F14,CD001,8.82,7.14,8.03,8.24,7.87,27615
2026-03-23,F14,GZ001,9.61,7.44,8.74,9.05,8.59,46876
2026-03-23,F14,HN001,8.4,7.32,7.77,7.69,7.62,36272
2026-03-23,F14,SH001,10.02,7.94,9.21,9.55,9.38,40551
2026-03-23,F14,SZ001,9.87,7.69,8.86,8.53,9.05,46524
2026-03-23,F14,WH001,8.63,7.49,7.94,7.56,7.77,48340
2026-03-23,F14,XA001,8.71,6.72,7.88,7.83,7.79,27776
2026-03-23,F15,BJ001,11.53,9.61,10.35,10.47,10.44,11841
2026-03-23,F15,CD001,11.19,8.9,9.83,9.53,9.75,23635
2026-03-23,F15,GZ001,10.69,8.82,10.12,10.08,9.85,49768
2026-03-23,F15,HN001,9.65,8.02,9.1,8.7,9.11,49851
2026-03-23,F15,SH001,12.51,10.09,10.89,10.5,10.64,18647
2026-03-23,F15,SZ001,11.44,9.4,10.59,10.62,10.54,10881
2026-03-23,F15,WH001,11.09,9.34,9.84,9.76,9.83,5863
2026-03-23,F15,XA001,10.33,8.39,9.6,9.25,9.62,14684
2026-03-23,F16,BJ001,6.37,5.37,6.0,5.97,6.12,9413
2026-03-23,F16,CD001,5.78,4.91,5.25,5.37,5.25,35610
2026-03-23,F16,GZ001,6.41,5.45,5.83,5.73,5.91,26420
2026-03-23,F16,HN001,5.34,4.35,4.94,4.91,4.87,42839
2026-03-23,F16,SH001,6.42,5.11,5.86,6.09,6.02,40410
2026-03-23,F16,SZ001,7.01,5.4,6.28,6.37,6.32,7999
2026-03-23,F16,WH001,5.71,5.12,5.4,5.65,5.48,20896
2026-03-23,F16,XA001,5.75,4.88,5.33,5.48,5.38,13333
2026-03-23,F17,BJ001,13.52,11.91,12.56,12.04,12.91,18295
2026-03-23,F17,CD001,12.19,10.1,11.15,11.28,11.45,15831
2026-03-23,F17,GZ001,13.33,10.5,11.83,11.69,11.62,10462
2026-03-23,F17,HN001,11.49,9.07,10.65,10.76,10.7,38663
2026-03-23,F17,SH001,14.31,11.52,12.84,12.25,13.2,40942
2026-03-23,F17,SZ001,12.86,11.09,12.1,12.62,11.9,21747
2026-03-23,F17,WH001,12.47,9.7,10.95,10.72,11.16,43761
2026-03-23,F17,XA001,12.04,9.1,10.61,10.35,10.77,25724
2026-03-23,F18,BJ001,45.82,35.93,40.63,39.32,40.74,49310
2026-03-23,F18,CD001,41.82,34.21,36.39,36.03,37.05,14181
2026-03-23,F18,GZ001,44.67,36.94,39.06,37.75,38.2,37669
2026-03-23,F18,HN001,38.74,32.38,35.19,35.42,35.59,44299
2026-03-23,F18,SH001,44.16,34.74,40.12,41.05,40.22,31565
2026-03-23,F18,SZ001,43.53,36.9,40.83,38.83,40.21,37690
2026-03-23,F18,WH001,42.49,35.59,38.22,37.67,38.87,29940
2026-03-23,F18,XA001,37.54,31.22,35.73,34.07,36.26,14111
2026-03-23,F19,BJ001,69.42,59.96,64.12,62.87,65.57,49835
2026-03-23,F19,CD001,68.83,54.71,60.78,58.21,59.17,20040
2026-03-23,F19,GZ001,67.6,56.3,62.2,63.58,63.64,31686
2026-03-23,F19,HN001,55.76,46.91,52.64,52.54,53.09,7918
2026-03-23,F19,SH001,70.23,59.57,62.73,63.48,62.19,40738
2026-03-23,F19,SZ001,73.11,58.81,66.1,67.27,67.31,17141
2026-03-23,F19,WH001,67.42,53.64,59.72,59.36,58.46,19768
2026-03-23,F19,XA001,63.82,54.93,58.37,56.74,58.71,38104
2026-03-23,F20,BJ001,49.39,38.65,44.35,42.66,44.11,42791
2026-03-23,F20,CD001,45.67,37.57,42.94,43.61,44.12,8103
2026-03-23,F20,GZ001,50.19,41.17,46.11,46.51,45.24,21300
2026-03-23,F20,HN001,42.44,34.85,37.42,38.55,37.33,26733
2026-03-23,F20,SH001,50.53,40.05,46.79,45.66,46.59,44272
2026-03-23,F20,SZ001,49.1,39.37,44.89,46.08,43.97,32460
2026-03-23,F20,WH001,44.64,38.38,41.48,43.17,40.86,17237
2026-03-23,F20,XA001,45.16,36.3,40.11,41.22,39.06,26940
2026-03-24,F01,BJ001,10.35,8.2,9.54,9.08,9.63,48352
2026-03-24,F01,CD001,10.63,8.49,9.48,9.08,9.46,26811
2026-03-24,F01,GZ001,11.15,8.63,10.08,9.63,10.03,16707
2026-03-24,F01,HN001,9.28,8.02,8.55,8.25,8.41,16293
2026-03-24,F01,SH001,11.47,9.58,10.72,10.68,11.02,32383
2026-03-24,F01,SZ001,11.2,9.54,10.16,10.53,10.3,8045
2026-03-24,F01,WH001,10.38,8.61,9.47,9.61,9.5,7802
2026-03-24,F01,XA001,10.26,8.1,9.32,9.28,9.07,40382
2026-03-24,F02,BJ001,7.49,6.44,7.02,7.2,7.03,14219
2026-03-24,F02,CD001,6.9,5.84,6.25,6.37,6.36,19254
2026-03-24,F02,GZ001,7.59,5.75,6.67,6.92,6.57,25305
2026-03-24,F02,HN001,6.71,5.38,6.17,6.46,6.06,28549
2026-03-24,F02,SH001,8.26,6.73,7.48,7.18,7.55,41994
2026-03-24,F02,SZ001,8.0,6.4,7.22,7.44,7.17,46179
2026-03-24,F02,WH001,6.88,5.54,6.44,6.54,6.31,24814
2026-03-24,F02,XA001,6.94,5.88,6.24,6.48,6.35,27734
2026-03-24,F03,BJ001,20.97,16.13,18.26,18.51,17.89,44686
2026-03-24,F03,CD001,18.13,15.05,16.01,15.59,15.67,20657
2026-03-24,F03,GZ001,19.35,16.54,17.71,16.85,17.77,28732
2026-03-24,F03,HN001,17.62,14.03,15.96,15.66,15.93,41973
2026-03-24,F03,SH001,20.06,16.63,18.96,18.37,19.37,41857
2026-03-24,F03,SZ001,18.5,14.59,16.83,16.55,16.5,37040
2026-03-24,F03,WH001,19.46,15.49,17.45,17.19,17.81,26207
2026-03-24,F03,XA001,18.34,14.17,15.98,15.38,16.15,19629
2026-03-24,F04,BJ001,7.0,5.67,6.56,6.38,6.69,17567
2026-03-24,F04,CD001,6.23,5.18,5.91,6.16,5.83,43625
2026-03-24,F04,GZ001,7.12,5.63,6.39,6.4,6.32,14568
2026-03-24,F04,HN001,6.59,5.1,5.78,5.81,5.65,25117
2026-03-24,F04,SH001,7.82,6.01,6.88,7.08,6.95,16712
2026-03-24,F04,SZ001,7.46,6.16,6.75,7.07,6.59,24014
2026-03-24,F04,WH001,6.91,5.34,6.14,5.84,6.31,37700
2026-03-24,F04,XA001,6.29,5.05,5.82,5.69,5.95,10066
2026-03-24,F05,BJ001,8.49,7.42,8.01,7.62,7.99,18556
2026-03-24,F05,CD001,7.87,6.39,7.11,7.06,7.03,24556
2026-03-24,F05,GZ001,8.86,7.34,7.98,7.82,8.1,7166
2026-03-24,F05,HN001,7.57,6.41,7.19,7.55,7.34,28465
2026-03-24,F05,SH001,9.44,7.72,8.29,7.94,8.16,40756
2026-03-24,F05,SZ001,8.01,6.49,7.56,7.69,7.71,44554
2026-03-24,F05,WH001,8.33,6.62,7.31,7.39,7.37,31626
2026-03-24,F05,XA001,8.14,6.73,7.27,7.28,7.1,22303
2026-03-24,F06,BJ001,7.13,5.54,6.23,6.38,6.23,33534
2026-03-24,F06,CD001,5.56,4.8,5.1,5.16,4.98,20535
2026-03-24,F06,GZ001,5.88,5.14,5.56,5.48,5.55,7054
2026-03-24,F06,HN001,5.34,4.6,4.95,4.96,4.8,5344
2026-03-24,F06,SH001,6.75,5.39,5.88,5.87,5.77,32485
2026-03-24,F06,SZ001,6.43,5.08,5.69,5.7,5.62,46928
2026-03-24,F06,WH001,6.04,4.83,5.49,5.76,5.37,17362
2026-03-24,F06,XA001,5.62,4.68,5.16,5.11,5.29,37131
2026-03-24,F07,BJ001,26.34,19.88,23.26,24.01,22.56,33638
2026-03-24,F07,CD001,25.8,19.9,22.68,21.82,23.23,7989
2026-03-24,F07,GZ001,25.26,22.13,23.94,22.89,24.09,35896
2026-03-24,F07,HN001,21.7,19.34,20.53,20.23,21.07,35085
